order_date,city,category,product_name,quantity,final_amount,feedback_sentiment,customer_rating,delivery_time_minutes,customer_id,order_hour,price_per_unit,sentiment_score,customer_age
2024-01-02,Chennai,Fruits,Apple,0,222.69,Neutral,3,26,CUST4276,13,,0,45
2024-01-03,Kolkata,Snacks,Biscuit,2,219.44,Positive,5,20,CUST4259,16,109.72,1,57
2024-01-03,Delhi,Snacks,Nuts,2,166.32,Neutral,3,19,CUST4814,22,83.16,0,34
2024-01-03,Delhi,Snacks,Biscuit,3,156.61,Positive,4,54,CUST2235,13,52.20333333333334,1,40
2024-01-03,Chennai,Beverages,Juice,6,171.03,Positive,5,30,CUST5499,8,28.505,1,26
2024-01-03,Kolkata,Beverages,Coffee,3,188.47,Negative,1,29,CUST7320,8,62.82333333333333,-1,19
2024-01-03,Kolkata,Beverages,Juice,3,239.54,Positive,5,23,CUST4477,6,79.84666666666666,1,49
2024-01-03,Kolkata,Beverages,Coffee,3,168.48,Neutral,4,26,CUST3674,10,56.16,0,48
2024-01-03,Delhi,Bakery,Cake,3,198.11,Positive,4,40,CUST7743,15,66.03666666666668,1,24
2024-01-03,Mumbai,Dairy,Cheese,2,263.83,Positive,5,52,CUST3710,12,131.915,1,47
2024-01-03,Delhi,Dairy,Cheese,1,144.73,Negative,3,43,CUST8700,14,144.73,-1,20
2024-01-03,Chennai,Snacks,Chips,1,147.09,Neutral,3,49,CUST7351,12,147.09,0,26
2024-01-03,Bengaluru,Fruits,Mango,2,209.35,Positive,5,14,CUST5982,14,104.675,1,27
2024-01-03,Mumbai,Beverages,Coffee,1,224.47,Negative,3,55,CUST5058,13,224.47,-1,43
2024-01-03,Delhi,Dairy,Butter,4,219.88,Negative,3,34,CUST2496,17,54.97,-1,18
2024-01-03,Mumbai,Dairy,Cheese,5,287.35,Positive,4,46,CUST5088,7,57.470000000000006,1,47
2024-01-03,Mumbai,Beverages,Coffee,5,171.59,Negative,2,46,CUST9170,6,34.318,-1,55
2024-01-03,Kolkata,Bakery,Cookies,2,150.31,Positive,5,33,CUST8771,21,75.155,1,32
2024-01-03,Bengaluru,Bakery,Cake,4,112.74,Positive,5,40,CUST3967,10,28.185,1,42
2024-01-03,Chennai,Dairy,Milk,2,204.8,Negative,2,37,CUST1545,8,102.4,-1,23
2024-01-03,Bengaluru,Bakery,Bread,4,239.25,Positive,4,19,CUST1994,17,59.8125,1,35
2024-01-03,Delhi,Beverages,Tea,4,241.99,Positive,5,55,CUST2751,13,60.4975,1,18
2024-01-03,Kolkata,Dairy,Cheese,7,209.61,Neutral,4,27,CUST3657,8,29.944285714285716,0,20
2024-01-03,Kolkata,Beverages,Coffee,2,199.14,Neutral,3,49,CUST1484,6,99.57,0,34
2024-01-03,Bengaluru,Bakery,Cake,2,229.57,Positive,5,54,CUST7895,8,114.785,1,25
2024-01-03,Kolkata,Beverages,Juice,9,231.47,Positive,5,44,CUST8915,10,25.718888888888888,1,57
2024-01-03,Bengaluru,Bakery,Cake,4,165.42,Positive,4,31,CUST7315,20,41.355,1,34
2024-01-03,Bengaluru,Bakery,Cake,5,252.52,Positive,4,46,CUST3726,19,50.504000000000005,1,42
2024-01-03,Mumbai,Beverages,Tea,1,253.18,Negative,2,21,CUST3208,8,253.18,-1,58
2024-01-03,Delhi,Bakery,Bread,0,133.28,Neutral,3,52,CUST3544,6,,0,29
2024-01-03,Delhi,Snacks,Biscuit,4,193.04,Positive,4,35,CUST9719,10,48.26,1,46
2024-01-03,Delhi,Beverages,Tea,3,159.54,Neutral,3,19,CUST9635,19,53.18,0,42
2024-01-03,Bengaluru,Snacks,Biscuit,1,210.69,Positive,4,36,CUST9233,12,210.69,1,53
2024-01-03,Mumbai,Beverages,Tea,6,182.65,Neutral,3,25,CUST3629,14,30.441666666666666,0,42
2024-01-03,Bengaluru,Bakery,Cookies,1,229.57,Positive,4,29,CUST5100,20,229.57,1,46
2024-01-03,Chennai,Bakery,Bread,0,156.71,Neutral,4,33,CUST2032,20,,0,28
2024-01-04,Delhi,Dairy,Cheese,1,241.58,Positive,5,48,CUST4869,15,241.58,1,21
2024-01-04,Mumbai,Dairy,Milk,1,347.92,Positive,4,28,CUST6864,18,347.92,1,31
2024-01-04,Kolkata,Snacks,Nuts,6,236.29,Positive,5,55,CUST5728,12,39.38166666666667,1,55
2024-01-04,Delhi,Bakery,Cookies,3,289.58,Positive,4,18,CUST2192,22,96.52666666666666,1,34
2024-01-04,Delhi,Dairy,Cheese,2,208.68,Positive,4,31,CUST3493,9,104.34,1,19
2024-01-04,Mumbai,Bakery,Bread,7,162.51,Positive,4,32,CUST2219,10,23.215714285714284,1,25
2024-01-04,Delhi,Beverages,Juice,4,199.12,Neutral,4,20,CUST2902,12,49.78,0,53
2024-01-04,Chennai,Dairy,Milk,2,249.57,Positive,5,54,CUST3616,18,124.785,1,27
2024-01-04,Chennai,Snacks,Chips,2,217.7,Positive,4,25,CUST4549,20,108.85,1,24
2024-01-04,Bengaluru,Dairy,Butter,3,200.2,Neutral,4,29,CUST2196,16,66.73333333333333,0,53
2024-01-04,Chennai,Bakery,Cookies,1,259.85,Positive,4,48,CUST8707,9,259.85,1,33
2024-01-04,Chennai,Fruits,Apple,1,214.2,Positive,5,41,CUST9504,18,214.2,1,31
2024-01-04,Delhi,Fruits,Mango,2,130.67,Positive,4,21,CUST9937,12,65.335,1,33
2024-01-04,Chennai,Bakery,Cake,3,252.1,Positive,4,35,CUST2238,7,84.03333333333333,1,42
2024-01-04,Bengaluru,Beverages,Tea,3,231.67,Positive,4,26,CUST6328,15,77.22333333333333,1,58
2024-01-04,Chennai,Dairy,Butter,6,281.07,Neutral,3,48,CUST1106,18,46.845,0,21
2024-01-04,Chennai,Fruits,Banana,8,240.59,Positive,4,29,CUST5159,11,30.07375,1,46
2024-01-04,Mumbai,Beverages,Juice,2,186.02,Positive,4,11,CUST3659,17,93.01,1,23
2024-01-04,Delhi,Bakery,Cookies,2,236.72,Positive,4,19,CUST3401,17,118.36,1,18
2024-01-04,Delhi,Beverages,Juice,2,212.48,Negative,2,35,CUST5193,16,106.24,-1,56
2024-01-04,Mumbai,Bakery,Cookies,1,229.8,Positive,5,23,CUST8067,12,229.8,1,18
2024-01-04,Chennai,Dairy,Milk,3,277.34,Positive,4,30,CUST6461,6,92.44666666666666,1,57
2024-01-04,Chennai,Beverages,Juice,1,197.53,Positive,4,31,CUST9862,6,197.53,1,20
2024-01-04,Delhi,Dairy,Cheese,4,203.82,Neutral,3,35,CUST7541,18,50.955,0,18
2024-01-04,Bengaluru,Beverages,Coffee,4,88.68,Positive,5,35,CUST4858,14,22.17,1,18
2024-01-04,Mumbai,Bakery,Cake,4,311.48,Positive,5,35,CUST6793,8,77.87,1,56
2024-01-04,Delhi,Bakery,Cookies,2,219.27,Positive,4,29,CUST7707,12,109.635,1,38
2024-01-04,Delhi,Beverages,Tea,1,185.96,Positive,4,55,CUST4748,11,185.96,1,47
2024-01-04,Mumbai,Bakery,Bread,2,271.73,Positive,4,57,CUST7792,13,135.865,1,49
2024-01-04,Chennai,Snacks,Chips,2,290.25,Positive,5,32,CUST9762,14,145.125,1,50
2024-01-04,Mumbai,Snacks,Biscuit,5,135.59,Positive,4,28,CUST3997,10,27.118000000000002,1,39
2024-01-04,Bengaluru,Dairy,Butter,3,187.68,Neutral,4,36,CUST4359,6,62.56,0,47
2024-01-04,Kolkata,Snacks,Nuts,2,234.71,Positive,5,39,CUST4493,15,117.355,1,21
2024-01-04,Mumbai,Snacks,Chips,6,158.6,Negative,2,41,CUST7919,17,26.433333333333334,-1,40
2024-01-04,Chennai,Fruits,Banana,4,187.72,Positive,4,38,CUST7998,20,46.93,1,42
2024-01-05,Chennai,Fruits,Mango,4,149.47,Positive,5,26,CUST5938,14,37.3675,1,29
2024-01-05,Mumbai,Fruits,Mango,2,221.67,Neutral,4,47,CUST2881,22,110.835,0,34
2024-01-05,Bengaluru,Fruits,Banana,1,165.41,Positive,4,30,CUST9068,22,165.41,1,32
2024-01-05,Mumbai,Bakery,Cookies,2,354.77,Positive,4,25,CUST9697,17,177.385,1,27
2024-01-05,Mumbai,Dairy,Milk,5,314.14,Neutral,3,44,CUST3369,12,62.827999999999996,0,52
2024-01-05,Delhi,Dairy,Milk,3,159.28,Negative,2,20,CUST6360,7,53.093333333333334,-1,46
2024-01-05,Bengaluru,Snacks,Chips,4,122.06,Positive,4,49,CUST9045,8,30.515,1,29
2024-01-05,Bengaluru,Dairy,Cheese,1,138.64,Positive,5,38,CUST2152,22,138.64,1,18
2024-01-05,Delhi,Snacks,Nuts,4,193.14,Neutral,3,53,CUST8201,10,48.285,0,18
2024-01-05,Mumbai,Dairy,Butter,5,229.17,Positive,5,30,CUST1417,22,45.833999999999996,1,27
2024-01-05,Chennai,Beverages,Coffee,3,146.25,Positive,5,51,CUST9875,22,48.75,1,35
2024-01-05,Delhi,Beverages,Tea,1,203.65,Positive,5,28,CUST7025,22,203.65,1,19
2024-01-05,Delhi,Dairy,Cheese,3,206.63,Positive,5,44,CUST5775,7,68.87666666666667,1,25
2024-01-05,Bengaluru,Bakery,Cake,2,152.71,Neutral,3,44,CUST9833,7,76.355,0,39
2024-01-05,Chennai,Snacks,Chips,5,295.86,Positive,4,34,CUST6186,10,59.172000000000004,1,39
2024-01-05,Delhi,Dairy,Milk,3,237.1,Neutral,3,50,CUST7430,6,79.03333333333333,0,43
2024-01-05,Kolkata,Snacks,Biscuit,2,244.82,Positive,5,52,CUST2492,6,122.41,1,43
2024-01-05,Kolkata,Fruits,Banana,3,353.25,Negative,2,37,CUST4290,7,117.75,-1,26
2024-01-05,Delhi,Dairy,Milk,1,159.62,Positive,4,30,CUST2429,17,159.62,1,38
2024-01-05,Kolkata,Bakery,Cake,1,270.59,Positive,4,17,CUST7767,11,270.59,1,48
2024-01-05,Mumbai,Fruits,Apple,4,311.8,Positive,5,53,CUST8870,9,77.95,1,23
2024-01-05,Bengaluru,Dairy,Butter,5,303.35,Positive,5,57,CUST8406,16,60.67,1,31
2024-01-05,Bengaluru,Beverages,Coffee,1,255.56,Neutral,3,50,CUST2477,22,255.56,0,50
2024-01-05,Bengaluru,Dairy,Cheese,3,123.2,Neutral,4,50,CUST9122,11,41.06666666666667,0,24
2024-01-05,Delhi,Beverages,Juice,3,238.51,Neutral,3,42,CUST2231,10,79.50333333333333,0,41
2024-01-05,Chennai,Beverages,Tea,2,188.52,Neutral,3,21,CUST5013,7,94.26,0,26
2024-01-05,Mumbai,Dairy,Butter,2,232.28,Positive,4,29,CUST7203,11,116.14,1,28
2024-01-05,Delhi,Dairy,Butter,4,276.62,Positive,4,19,CUST9696,16,69.155,1,40
2024-01-05,Delhi,Beverages,Coffee,4,238.81,Neutral,4,18,CUST7755,21,59.7025,0,19
2024-01-05,Bengaluru,Snacks,Biscuit,1,157.63,Positive,5,22,CUST6761,21,157.63,1,32
2024-01-05,Kolkata,Fruits,Mango,2,143.57,Negative,1,19,CUST1503,6,71.785,-1,52
2024-01-05,Delhi,Bakery,Cookies,3,176.77,Positive,5,42,CUST2184,14,58.92333333333334,1,53
2024-01-05,Bengaluru,Dairy,Butter,0,214.51,Positive,5,43,CUST8946,11,,1,45
2024-01-05,Delhi,Fruits,Banana,1,295.3,Negative,1,18,CUST2692,21,295.3,-1,56
2024-01-05,Bengaluru,Fruits,Apple,7,234.59,Positive,5,16,CUST6002,8,33.51285714285714,1,21
2024-01-06,Delhi,Snacks,Chips,3,213.21,Negative,1,56,CUST1858,9,71.07000000000001,-1,27
2024-01-06,Kolkata,Fruits,Apple,2,208.74,Positive,4,31,CUST2275,8,104.37,1,23
2024-01-06,Mumbai,Dairy,Cheese,7,209.47,Positive,5,52,CUST4362,12,29.924285714285713,1,47
2024-01-06,Chennai,Fruits,Apple,4,266.48,Positive,5,35,CUST7899,14,66.62,1,52
2024-01-06,Delhi,Dairy,Butter,1,162.11,Positive,5,27,CUST6717,6,162.11,1,27
2024-01-06,Mumbai,Dairy,Butter,3,282.72,Positive,4,24,CUST8953,13,94.24000000000001,1,49
2024-01-06,Delhi,Beverages,Coffee,2,260.91,Positive,5,37,CUST6593,12,130.455,1,59
2024-01-06,Chennai,Snacks,Nuts,3,205.3,Positive,5,29,CUST9869,13,68.43333333333334,1,59
2024-01-06,Chennai,Bakery,Cookies,11,370.3,Neutral,3,31,CUST4606,6,33.663636363636364,0,20
2024-01-06,Mumbai,Beverages,Tea,4,276.48,Negative,1,26,CUST4292,16,69.12,-1,43
2024-01-06,Kolkata,Bakery,Bread,1,209.73,Positive,4,44,CUST7445,15,209.73,1,32
2024-01-06,Chennai,Dairy,Butter,2,262.17,Neutral,3,59,CUST6095,8,131.085,0,34
2024-01-06,Bengaluru,Beverages,Coffee,3,203.14,Positive,5,50,CUST2886,12,67.71333333333332,1,44
2024-01-06,Bengaluru,Fruits,Banana,2,178.92,Neutral,4,27,CUST8719,21,89.46,0,35
2024-01-06,Delhi,Fruits,Apple,2,193.09,Positive,5,24,CUST2279,21,96.545,1,36
2024-01-06,Delhi,Bakery,Cake,2,219.63,Neutral,3,54,CUST4403,22,109.815,0,29
2024-01-06,Chennai,Dairy,Cheese,2,127.06,Positive,4,31,CUST7352,7,63.53,1,41
2024-01-06,Chennai,Bakery,Cake,2,142.72,Positive,4,31,CUST6932,6,71.36,1,22
2024-01-06,Bengaluru,Snacks,Nuts,7,241.88,Positive,4,18,CUST4132,21,34.55428571428571,1,41
2024-01-06,Mumbai,Fruits,Banana,3,198.59,Positive,5,45,CUST9263,17,66.19666666666667,1,44
2024-01-06,Mumbai,Beverages,Coffee,0,328.78,Neutral,3,38,CUST3887,10,,0,47
2024-01-06,Kolkata,Beverages,Coffee,5,256.85,Positive,4,49,CUST4828,10,51.370000000000005,1,32
2024-01-06,Chennai,Beverages,Juice,2,244.17,Positive,5,47,CUST3461,14,122.085,1,55
2024-01-06,Chennai,Fruits,Mango,4,246.33,Positive,4,18,CUST5339,14,61.5825,1,51
2024-01-06,Kolkata,Dairy,Cheese,2,210.07,Positive,5,33,CUST8116,8,105.035,1,44
2024-01-06,Bengaluru,Fruits,Banana,3,260.0,Positive,4,43,CUST1435,21,86.66666666666667,1,37
2024-01-06,Delhi,Fruits,Banana,3,217.11,Positive,4,21,CUST5579,21,72.37,1,58
2024-01-06,Delhi,Beverages,Juice,8,238.47,Positive,4,23,CUST6733,8,29.80875,1,49
2024-01-06,Chennai,Fruits,Mango,5,207.47,Neutral,4,43,CUST2817,6,41.494,0,21
2024-01-06,Bengaluru,Beverages,Coffee,7,285.32,Positive,4,14,CUST7524,16,40.76,1,22
2024-01-06,Delhi,Dairy,Cheese,3,176.67,Positive,4,57,CUST3048,22,58.88999999999999,1,25
2024-01-06,Delhi,Snacks,Chips,2,105.46,Positive,4,13,CUST9942,13,52.73,1,39
2024-01-06,Kolkata,Beverages,Coffee,4,193.16,Neutral,3,47,CUST3477,9,48.29,0,59
2024-01-06,Delhi,Bakery,Bread,4,303.94,Positive,4,25,CUST7527,11,75.985,1,24
2024-01-06,Delhi,Snacks,Biscuit,3,265.94,Positive,4,53,CUST1341,13,88.64666666666666,1,39
2024-01-07,Bengaluru,Dairy,Milk,3,285.05,Positive,4,45,CUST5298,8,95.01666666666667,1,47
2024-01-07,Kolkata,Snacks,Chips,0,227.51,Positive,5,16,CUST1793,21,,1,54
2024-01-07,Kolkata,Beverages,Juice,3,227.62,Positive,5,49,CUST1444,8,75.87333333333333,1,33
2024-01-07,Delhi,Dairy,Cheese,1,186.22,Positive,5,31,CUST2513,19,186.22,1,32
2024-01-07,Kolkata,Bakery,Bread,1,188.84,Positive,5,45,CUST4941,7,188.84,1,22
2024-01-07,Delhi,Beverages,Juice,3,221.71,Positive,4,44,CUST9213,8,73.90333333333334,1,20
2024-01-07,Mumbai,Beverages,Tea,2,221.19,Positive,5,39,CUST9217,21,110.595,1,40
2024-01-07,Kolkata,Dairy,Milk,3,214.54,Positive,5,45,CUST7465,14,71.51333333333334,1,27
2024-01-07,Bengaluru,Dairy,Butter,3,236.55,Positive,5,33,CUST4093,9,78.85000000000001,1,22
2024-01-07,Chennai,Snacks,Nuts,1,196.46,Negative,1,47,CUST9731,6,196.46,-1,40
2024-01-07,Kolkata,Bakery,Cookies,3,242.1,Positive,5,55,CUST6774,9,80.7,1,32
2024-01-07,Bengaluru,Snacks,Chips,3,292.17,Positive,5,22,CUST9671,6,97.39,1,35
2024-01-07,Delhi,Snacks,Biscuit,4,331.24,Neutral,3,47,CUST2044,19,82.81,0,42
2024-01-07,Mumbai,Beverages,Tea,1,181.47,Positive,4,46,CUST2304,21,181.47,1,25
2024-01-07,Mumbai,Dairy,Cheese,1,287.1,Positive,5,48,CUST1978,13,287.1,1,48
2024-01-07,Delhi,Beverages,Tea,2,263.61,Positive,5,30,CUST4979,12,131.805,1,38
2024-01-07,Chennai,Bakery,Cookies,2,286.91,Positive,4,38,CUST1813,8,143.455,1,19
2024-01-07,Mumbai,Snacks,Biscuit,2,330.6,Positive,5,42,CUST1088,22,165.3,1,39
2024-01-07,Chennai,Bakery,Cake,3,303.68,Positive,4,34,CUST2786,6,101.22666666666667,1,25
2024-01-07,Bengaluru,Dairy,Milk,0,152.42,Positive,5,43,CUST1527,21,,1,40
2024-01-07,Kolkata,Dairy,Butter,6,224.56,Positive,5,51,CUST5844,17,37.42666666666667,1,49
2024-01-07,Bengaluru,Fruits,Banana,2,176.38,Positive,4,26,CUST3622,19,88.19,1,25
2024-01-07,Bengaluru,Bakery,Bread,5,234.11,Neutral,3,18,CUST1243,11,46.822,0,21
2024-01-07,Bengaluru,Beverages,Juice,0,333.94,Positive,5,47,CUST2080,11,,1,47
2024-01-07,Delhi,Bakery,Cake,2,259.3,Positive,4,44,CUST6196,18,129.65,1,36
2024-01-07,Kolkata,Snacks,Chips,5,226.46,Positive,4,41,CUST7845,13,45.292,1,40
2024-01-07,Mumbai,Dairy,Milk,4,179.23,Positive,5,48,CUST4892,7,44.8075,1,35
2024-01-07,Delhi,Dairy,Milk,2,203.0,Positive,4,47,CUST9800,6,101.5,1,46
2024-01-07,Bengaluru,Bakery,Cake,2,282.3,Positive,4,15,CUST9301,20,141.15,1,40
2024-01-07,Delhi,Bakery,Cake,3,175.85,Positive,4,48,CUST6731,6,58.61666666666667,1,50
2024-01-07,Chennai,Bakery,Cookies,1,304.43,Positive,5,31,CUST7099,10,304.43,1,35
2024-01-07,Chennai,Snacks,Nuts,3,265.59,Positive,5,24,CUST9983,21,88.52999999999999,1,50
2024-01-07,Chennai,Snacks,Chips,6,156.7,Neutral,4,54,CUST7346,9,26.116666666666664,0,24
2024-01-07,Mumbai,Beverages,Coffee,2,301.13,Neutral,3,49,CUST5119,8,150.565,0,45
2024-01-07,Delhi,Bakery,Bread,3,147.37,Positive,4,22,CUST2422,22,49.123333333333335,1,18
2024-01-08,Chennai,Beverages,Tea,1,131.49,Positive,4,53,CUST4414,22,131.49,1,56
2024-01-08,Mumbai,Fruits,Mango,0,255.68,Positive,5,33,CUST3180,17,,1,51
2024-01-08,Chennai,Snacks,Chips,2,273.05,Negative,3,38,CUST1937,19,136.525,-1,56
2024-01-08,Chennai,Dairy,Milk,3,203.54,Positive,4,40,CUST7576,11,67.84666666666666,1,36
2024-01-08,Chennai,Fruits,Banana,6,178.34,Positive,4,39,CUST6236,8,29.723333333333333,1,48
2024-01-08,Mumbai,Dairy,Cheese,1,209.35,Neutral,3,25,CUST9449,14,209.35,0,30
2024-01-08,Mumbai,Fruits,Mango,2,237.44,Positive,4,41,CUST8716,10,118.72,1,41
2024-01-08,Chennai,Beverages,Coffee,4,226.54,Positive,4,41,CUST7411,22,56.635,1,22
2024-01-08,Mumbai,Beverages,Coffee,3,181.26,Positive,4,55,CUST8887,19,60.419999999999995,1,40
2024-01-08,Delhi,Snacks,Chips,6,152.06,Positive,4,53,CUST3570,8,25.343333333333334,1,36
2024-01-08,Bengaluru,Dairy,Milk,2,199.88,Positive,5,39,CUST8181,6,99.94,1,18
2024-01-08,Chennai,Fruits,Apple,4,165.37,Positive,4,23,CUST8452,6,41.3425,1,50
2024-01-08,Kolkata,Bakery,Bread,6,244.39,Negative,2,45,CUST1574,8,40.73166666666666,-1,50
